Duygu,Yorum
0,turk telekom yada avea herneyse televizyonlarda fiber hizi palavralari atmak yerine elindeki musterileri kaybetmemeyi ogren musteri odakli hizmet vermeyi uygula fatura borcu olmayan benim tum gun internet telefon gorusmemi kesti altyapi palavralari uyduruyor birde ustune palavrasina inanmayin cogu yerde cekiyor bunlari yasarken sehir disindaydim reklamlarda ronaldo hadise ona buna dunya paralar oderken musteri memnuniyetini dusun
0,gun sonrami soruyorsunuz bunu bravo supersiniz vallahi helal olsun berbatsiniz
1,merhaba kampanya bilgilerine adresinden ulasabilirsiniz
1,merhaba hangi hizmetimiz icin telefon internet cep telefonu bilgi almak istediginizi belirtebilir misiniz
1,harika
0,verdinizde oldu yani kullanamadiktan sonra yozgat merkez saat kulesinin altinda bile cekmiyor beri kullaniyorum aycell avea turk telekom dediniz sadece adiniz degisti ama hizmetiniz ayni beni yine sasirtmadiniz isin kotusu cekmiyor artik sizin olsun geri verin yeter ronaldo kadar para vereceginize anten dikin ceksin melet
0,yalan bunlar alcaklar bide milleti kandiriyorlar yaziklar olsun allah belanizi versin adi mahlukatlar
0,aradim baz istasyonu procesi var dediler son ayinda dayiz sinyal kaybi var simdi diyilar turkcell gectim bugun artik adamlar gercekden kullaniyolar ya
0,o kadar yorum yaptim musteri hizmetlerini aradim baz istasyonunda sinyal kaybini cozemedini turkcell gectim sokakdaki kisiyide turkcell gecirdim gectim telefonu cektiremiyosunuz daha turkcelliyim gun sonra zaman kadar gerizekaliymisim dediklerinizi dinledim izmirde cekmiyo telefon koy yerinde hic cekmez ya
0,neden sadece faturali hatlar icin hediye iternet bizde turk telekom luyuz ayip oluyor ama
0,benim paketim sms internet gecenlerde gordum ayni paket internet yazmislar fakat yeni hat alanlar icinmis ben neden faydalanamadm ayni paraya neden daha paket veriyorsunuz haksizlik degil
0,sayin arkaslar fiyat ayarlamasi yapiyorlardir nekadar ararsaniz okadar pahali olur buda amerikan oyunu
1,merhaba kampanya ilgili bilgiye adresinden ulasabilirsiniz
0,sayin musteri temsilcisi benim hattim faturasiz diye bundan faydalanamiyorum
0,hediye internet icin aradigimizda yalnizca samsung son cikan telefonlarina sahip olanlara hediye verildigi soyleniyor neden mesaj atmamizda israr ediliyor yada mesajda detayli sekilde aciklanmiyor yazmasi baz istasyonu kaynakli sorun ben evimin arka tarafinda iken yaziyor baska baz istasyonu yakinina gittigimde lte geciyor okadar reklam onca tanitim daha baz istasyonlari bile hazir degil sayin telekom nice istir neredeyse seneyi askindir reklamlar donuyor ama daha altyapilar hazir bile degil diye sorarlar adama
1,hediye interneti nasil alcaz
1,iddaayi dize getiren adam hergun milyarlar kazandiriyor kesinlikle gormeniz lazim adam dahi duvarina bakarsaniz anlarsiniz arkadaslar takip edin sizde kazanin
0,valla benim hatta tanimladilar gb internet hediye geldi yalniz kapsama alani sorunundan bende sikayetciyim turkcell nerde ise butun ilcelere kurmus ben sehir merkezinden baska ceken ilce gormedim kastamonu
0,o titreyerek isik hizinda gecen yazi sizin
0,tum guzel kampanyalar yeni gelene yok numarasini tasiyana biz senedir kullaniyoruz ama musteri cekmek icin yaptiginiz tarifelerden biz neden yararlanamiyoruz kadar sacmalik olur bizde numaramizi turksele vodofona falan tasiyalim ozaman madem sizin ayricaliklarinizdan faydalanamiyoruz iyisi bide once baz istasyonlarinizi cogaltinda telefon duzgunce ceksin sonra hizdan bahsedin
0,istanbulun orta yerinde sisli bolgesinde uluslararasi sinav icin hayati olan internet baglantimizi aydir yapmiyor yapamiyorsunuz kutu arizasi diye bahane kurumumuzu zarara ugratiyor daha kotusu ciddiye almiyorsunuz tebrikler kadar kotu hizmet veremediginiz icin
0,bide olsa tadindan yenmez olacak ama yok
0,bu nasil hediye internetten dizi izledim kalmis
0,gun oldu hattimi acamadilar hizmet sifir
0,siz hangi himetten bahsediyorsunuz ben ankara megabitin altinda baglaniyorum internete kalmissiniz giga bedava internet vereceginize paramizla adamgibi hizmer verin aydir internette surekli kopma baglanti hiz sorunundan dolayi musteri hizmerlerinizi defa arayarak ariza kaydi birakiyorum bana saatlik gunluk cozum ureterek gunu kurtariyoraunuz sonra bana ozelden sizinle ilerisime gecelim diyorsunuz bende size inanip bekliyorum sorun yine ayni devam yalan soylemeyin yokmu icinizde baba yigit hizmeti veremiyoruz hattinizi hakli olarak iptal edebiliriz demek yerine biz mgbit megabit arasi hizmet verebiliriz diye soyledik diyorsunuz agustosta aozlesmem bitiyor yapacaksiniz zaman zaman sira bana gelecek boyle yaparak musteri kaybwdiyoraunuz rwklam yaparak insanlari kandiriyorsunuz reklamda sinir tanimiyorsunuz turktwlekom hatti olan arkadaslari aramak istemiyorum cevir sesi yerine sizin irenc reklaminizi dinlemek zorunda kaliyoruz her seyin fazlasi zarardir haraminda benden haksiz yere aldiginiz kurusumu helal etmiyorum
0,allah inizin askina giga eskisinden daha yavas paramla rezil oluyorum lira fatura oduyorum ama internet resmen karinca hizinda
1,turk telekom once yaptim hemen geldi zaten paketimde var ama gelen hediyeden kalan miktari nasil ogreniyoruz arada asagi dusme yasamadim hic
1,avea kuruldu dayi sen nasil senedir aveasin
0,hat coooooooooook kotuu
1,ardaslar ben kullaniyorum hic problem yok gercekten numara
0,ayni sozler daha once kez soylenmistu son tarihinde soylenmisti bekliyorum hala yine cevap verdiginiz icin tesekkur ederim
1,talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,cekmiyor artik telekom hatti yapacagiz ariyoruz ariza bildiriyoruz yine ayn
0,ya olur para iade sorununu once cozun musteri haklari diye birsey var turkcell olamadiniz
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,degil ronaldo getirmek yapsaniz bos ancak milleti dolandirin ronaldo vereceginiz para alt yapiyi duzeltin
0,turk telekom her dalda coktu berbat hizmet sunuyor martta internet nakil icin basvuru yaptik martta sikayetmizi bildirdik arayan soran yok musteri hizmetleri alt yapinizda problem var arkadaslar ilgileniyor dediler buradaki turktelekoma gittim altyapida sorun yok sistemimize dusmedi diye bilgi verdiler musteri hizmetleri tekrar aradim sizi arayacaz dediler bugune kadar kimse aramadin ben aramiyorum ayrica turktelekom kullanan hic arkadasim baglanamadi turkiye genelinde problem oldugu soyleniyor
0,neden sadece faturalari hatlar icin faturasiz hat kullananlar turk telekom musterisi degil ayrica son haftadir sebeke sorunlari yasaniyor carsinin gobegine konusurken bile kesinti oluyor boyle giderse baska operatore gecmeyi dusunuyorum
0,vodafone daha guze cakma telefon olan kuzenim liraya adi bim vodafone hatti gecti ben pahali aldim telefonum uyumsuz valla vodafone gececegim
0,telefon uyumsuz diyor kuzen samsung liraya cin mali aldi gecti benim teknosadan hakiki gecmiyor
0,ne kadar sure veriyolr tek seferlik kac aylik veriliyor
1,siz nerede yasiyorsunuz gayet guzel baglanabiliyoruz tesekkurler turk telekom
1,bu adam tam blogger uzmani hep ucretsiz kandiriyoorrr takip bizde kazanalim kardesim
0,gigabyte kim bulmus yalan dolan
0,babamin tlfnuda basvurduk sim kart aldik gundur acilmadi oda bekliyoz
0,giga diyorsun daha hala sen evde internete zor girer olduk
1,samsung galaxy
0,baz istasyonu metre karsimda tum ayarlarda yapili defalarca aradik cozumde yok
0,yaptim yine gozukmuyor
0,sim kart degismesine ragmen hala gecemedik nasil olcak hergun bekleyin duzeltilcek deniyo devam
0,ankaranin gobeginde yenimalleden mamaga gidene kadar telefon defa kesiliyor bahcelievler calisiyorum orda tekefon hic cekmiyo oyle bodrum kat zemin kat flnda degil internetini hic soylemiyorum bile birak edge bile cekmiyo kisacasi tirtttt
0,kardesim mugla milastayim ofisim tel konusamiyorum cekmiyor imis guluyorum
0,hayatimda kadar yalan dolan gormedim alt yapiniz yok hazir deyilsiniz bide reklam donderiyosunuz insanlari kandirmaktan baska bisey bilmiyosunuz
1,gunaydin zubeyde hayirli sabahlar mutlu huzurlu sabahlar dilerim arkadaslarim
0,dogru duzgun ceksede kullansak gerci normal hat bile zar zor cekiyor alt yapiniz mukemmel
0,neden sadece faturalari hatlar icin faturasiz hat kullananlar turk telekom musterisi degil ayrica son haftadir sebeke sorunlari yasaniyor carsinin gobegine konusurken bile kesinti oluyor boyle giderse baska operatore gecmeyi dusunuyorum
0,bulundugum konumda hala fibernet altyapisi yok buyuk ayiptir var ama hizim dusuk yani hizli niz
0,internet yavas turk telekom zaman geliceksiniz oldu aradigimiz senelik kablolar var ayarlanmasi gerek degiscek belli tlik modem aldik sizden daha yavas mesajimi dikkate alin artik
0,turk telekom diger adi avea kendini biraz daha gelistirmelidir bizce koy yerlerde hic sebeke yok buradan yetkililere sesleniyoruz
0,gecmeden once full ceken telefonum gectikten sonra dis ceker oldu nasil o kadar reklam bedava
0,gyi acinca telefon cekmiyo nasil becerebildiniz yuksek teknolojinizle bilmiyoricum ama ben donmek istiyorum
1,kartimi yeniledim icin mesaj attim geldi neden
0,ayi gecti numara turk telekom tasiyali sebeke zayif internet berbat kartim aktif degil hala cekiyor ilginenirseniz memnun olurum
0,soner yildiz hocam anlamadim detsyli anlatirsan
0,evet kardesim ceken yerde cekmez oldu sebeke yok sonrada reklam reklamla gemi yurumez boyle giderse degiscem hattimi
0,turkiyenin genelinde boyle sehir merkezleri iyi kirsalda hic faaliyet yok defalarca yazmama ragmen ilgileniyormus gibi gorunup hicbir degisiklik olmadi
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,bizimle iletisime gececektiler sozde gecseler olacak internet yaziyor olsa yine iyi nerden gectik be
0,nedense yaptiniz reklamida hediyeyi goremedik gb
1,google play turk telekom faturalandirmasini etkinlestir deyince hata veriyor arayin diyor yardimci olabilirmsnz
0,gun oldu geceli yemin ediyorum bilsem gecmezdim daha hizliydi hatlarda sorun var akli olan gecmesin
0,megabit deyip megabit kullandiriyorsunuz hani fibernet diyordunuz nerde
0,hediye falan diyosunuz iyi guzel neden faturasiz hatlar faylalanamiyor sonucta bizde kullaniyoruz hatti haksizlik
0,sen kavunun kelegini yemissin
1,merhaba konu hakkinda sizinle iletisime gecebilmemiz icin cep telefonu numaranizi facebook mesaj iletmenizi rica ederiz
0,oldu turk telekoma geceli sebeke zayif internet para etmez sadece benim oldugum yerde
0,sizin insana hic sayginiz yok dimi kac dakika olmus cevap veren yok arka fonda kulak tirmalayan muzik lik taahhutlu paket lira gelmis amacinzi telefonds bikmamizi beklemekmi allahinizdan bulun
0,finike merkezde lte yok videonun acilmasi saniye surdu komik sadece hediye verseniz hava kullanamadiktan sonra
1,superr
0,bu adiliktir musteriyi art niyetli gruplara peskes cekmektir bakiyorsunuz mesaj ara beni bul beni yada gel sana masaj yapayim gibi ahlaksiz mesajlara megerse bizim operator aracilik ediyormus allah tumunuzun belasini versin bize cektirdiginizi sizler misliyle cekin musteriyi enayi goren enayidir musteriyi keriz goren kerizdir neyse allah hak ettiginizden fazlasini versin size
0,para iademi yapana kadar sizi sosyal medyanin her yerinden rezil edicem facebook instagram twitter basladin bugun
0,paket gece yenileniyor diye paketsiz kalmama adina gunduz kontur yukledim once yukledigim icin gecenet paketinden yararlandirilamadim kontur olmasa catir catir bakiyeden yemesini biliyorsunuz ama gun once kontur yuklendi doye verilmez hediye sonunda hemen gecisimi gerceklestirecem daha isim olmaz turktrlekomla
0,kac sefer aradim musteri hizmetlerini ben biktim aramaktan baska tarifeye gecemiuorum cihaz aldim icin
0,hirsizlar
1,en kisa surede sizinle iletisime gececegiz
0,hiztmet yok faturalar ferrari
0,dostum gecme dogru durust cektigi yok sonra gectigine pisman olursun
0,taahhut bozmadan gelmis hangi tarife kullaniyorsunuz cozemedim pahalisi tl
1,talebiniz bize ulasmistir kisa surede sizinle iletisime gececegiz
0,gigaya gectik ama hala mobil hizmetinden kotali faydalaniyoruz telefonlar yenilendikce kota cabuk tukeniyor lutfen sizde artik tivibu cep hizmetinde kota uygulamasini kaldirin vodafone kullanicilari kotasiz aylik kullaniyor biz kota liraya bunuda artik duzeltin lutfen
0,telefon numaram arayamazsinizda
0,izmir gaziemir dokuzeylul mahallesine tasindim adsl hizmeti satarken mbps dediler baglantiyi yapanlar elemanlar mbps burada zor ancak mbps olur dediler suan kullaniyorum internetin ilk zamanlarindaki gibi gazeteyi saatte ancak indiriyor olcum yaptim mbps ancak oluyor ayda aliyorsunuz cagda boyle hizmet sunuyorsunuz yani milletin parsini gasp ediyorsunuz birde ayrilmak istiyorum benden para istiyorsunuz haracta istiyorsunuz herkes dikkat etsin simdi trajtan otomat
1,merhaba linkinden detayli bilgilere ulasabilirsiniz
0,telefonum uyumlu oldugu halde turlu gecemedik mis komiksiniz
1,gecmis olsun ali kilicoglu
1,eger direk ewinin yanindaysa ordan kendine cat yada cat cek kendin yap isini olmuyosa kendi dedigin yolu sec yada kablolari cek kopar kesinlikle gelip yapcaklardir
0,tt bizim asus tableti yediniz
1,turk telekom modem farkli internetin hizinin farkina vardik tesekkurler ederim
0,bu haftaya kadar teknik ekip yoktu aydir yok sabit hat nede internet olan sey yok oldu gelmedi haftadir teknik ekip bogusuyor kisilik ekip sef bakip takip eden tane zavallimda tek basina kablo cekiyor dosuyor kanala giriyor gir cik yapiyor ter icinde simsiyah olmus durumda yoruldikca dinleniyor teknik ekip cogaltacagina masraf olsun diye arac gerecide ekibide tutarsan calisan degil bakan ekip alil tek adamin uzerine yigarsan yerine sosyal medya call centera eleman yigarsan hizmet veremezsin sonra emege saygi isciye saygisizlik bizim isyanimiz oluyor adamdan fazla alip sadece sabah aksam milleti taciz eden ise yaramayan elemanlardan ciksin emi yazik gunah bizede tek basina yapmaya calisan adamada adam tek olursa ayda surer yilda yonetmesini bilmeyim parasinin alip seyinde gezip tozup keyfine bakan yoneticilerinizin allah belasini versin calismayi bilmeyip kopya baskasinin emegiyle universte bitirdim tamm ben yoneticim tammi mkdunda olan yoneticilerini
0,kullanamadiktan sonra farkeder sebeke problemi var altyapi yok bol keseden salla bakalim daha dusuk paket secerek diger oparatore gecmek daha mantikli
0,cat yeni zaten splitter modem ayrica disaridan gelen telefon hattina yapilan splitter ekide yeni yazik geldigi yer halde yukarida paylastigim fotoda upload download hizana bakarsan fiber olmadigini anlarsin suan ayin daha upload hizim telefonumu bagliyorum sukurler olsun vadafone daha hizli yukluyor ben sinif sirketin sinif elemanlarina kere ariza kaydi olusturttum fakat sonuc yok seytan diyor baltayi eline agac zaten anasini ugrasip dursunlar nede olsa oylede yok boylede neyse uncu sinif hizmetleri bile yok
1,ic tesisatini yenilemeni tavsiye ederim ankstre kutusundan modemine cat kablo cek fark edcektr
0,sadece faturali hatlar icin buyuk paketlerden kullananlar icin kaziklacaksiniz kaziklayin tel veriyorum beni arayin turk telekom size ulasamiyorum gun bile paketimden cikmadim aydan aydan paket ucretimi oduyorum beni arayin
0,niz daha yavas neyin kafasini yasiyorsun heyyy turk telekom
0,elbet sonunda oleceksin bende faturaliyim
0,telefon cekmiyorki neyinizeki ilce merkezinde tane baz istasyonu var ise yaramiyor nisandan sonra hizlanir diye bekliyorum hicbir sey olmadi taahhut suresinin bitmesini bekliyorum
0,isik hizi deliiiiiiiiiiii olacammmmmmmmm reklamda gordukce utanin alt yapim yok aydir
0,alt yapiyi getirin artik yeeeeeeeeeeeeettttttttttttttttttttteeeeeeeeeeeeeerrrr
1,arkadas hem evde hem cpte tek fatura peketi var
0,ne fiber yalin hic internet kullanamiyorken halaaa deviz diyorsunuz halaaaaaa izmir karsiyaka alt yapi yok port yok ama ronaldo internet icin buraya geliyor valla komiksiniz
1,ilk defa senden duydum samsung babamin sirketi degil beni alakadar etmez sende numara yaptin dostum sana gore olabilir hangi tarife kullaniyorsun sen
0,martin sonundan beri internet hizmeti alamiyoruz
0,s boku yemis haberin ola kamerada
0,benim gundur mobil internet yok cekim gucu sifir bana lutfen cevap verin musteri hizmetleri yok yapilmasi lazim
0,g boka yaramaz diyelim hani
0,adana gobeginde guya fiber internet diyorlar yok gelmedi
1,ilk gunu aldim
1,super d
1,ben gun once turkcelle gectim dunya varmis
1,reklamlar iphone kalite nokia
0,her bilgisayarin basina oturdugumda allah bin belalarini versin diyorum
0,gecicem zaten bune boyle senedir faturadayim
0,faturaliya yok hediye
0,imeli gizle kardes calarlar valla
1,diyarbakir silvan ilcesinde sebeke yok
0,milleti kadar kazikladiniz verirseniz verin fayda etmiyor ttnet adiyla tablet duzeeeeen
0,iyi guzelde verinin anasini aglatiyo ben takiliyorum speedtesti yapmayin dovnload upload calistirma toplami kadar verinizi yer dikar edin
0,turktelekom suanki mevcut paketler yuksegi olan paketler lte advantec yani sebekesine yetersiz geliyor benim gunde internetim bitti oda bisey yapmadigim halde speedtest olayi bazi arkadaslari uuariyorum sakin speedtest yapmayin download upload toplami kadar veri yiyor nisal veriyorum mbps download mbps upload arti calistrma verisi toplamda yiyor buni gun icinde kere yaptiginizi dusunun yapar arti bide fazla veri yiyor lik paketler cikana kadar ben takilcam zaten ewimde mbps hizinda internetim var yetiyir turk telekom bunlari dusunerekten yapin milleti magdur birakmayin bilgilenditin darpahanr gibi isliyosunuz verdigimiz paranin hakkini verin ben calistirdiginiz musteri hizmetlwrindeki kisiden daha bilgiliyim konuda rahat senelik internet kullanicisiyim musteri hizmetleri konusrken bilgisiz musteri temsilcisi var ben baska bise diorum baska bisey dior bana once temsilcilerden baslayin bence nse diecek sey var ama yetr bukadar
